Element	Gene	Ensembl	Element_type	Category	MoF	Tissue
gc19_pc.3utr::gencode::NFKBIZ::ENSG00000144802.7	NFKBIZ	ENSG00000144802.7	3utr	discovery_unique	unknown	Lymph-BNHL
gc19_pc.3utr::gencode::TMEM107::ENSG00000179029.10	TMEM107	ENSG00000179029.10	3utr	discovery_unique	unknown	Lymph-BNHL
gc19_pc.3utr::gencode::TOB1::ENSG00000141232.4	TOB1	ENSG00000141232.4	3utr	discovery_unique	unknown	PANCANCER
gc19_pc.5utr::gencode::DTL::ENSG00000143476.13	DTL	ENSG00000143476.13	5utr	discovery_unique	unknown	Lung-AdenoCA
gc19_pc.5utr::gencode::MTG2::ENSG00000101181.13	MTG2	ENSG00000101181.13	5utr	discovery_unique	unknown	PANCANCER
gc19_pc.5utr::gencode::PTDSS1::ENSG00000156471.8	PTDSS1	ENSG00000156471.8	5utr	discovery_unique	unknown	meta_Digestive_tract
gc19_pc.5utr::gencode::RNF34::ENSG00000170633.12	RNF34	ENSG00000170633.12	5utr	discovery_unique	unknown	Liver-HCC
gc19_pc.promCore::gencode::HES1::ENSG00000114315.3	HES1	ENSG00000114315.3	promoter	discovery_unique	unknown	PANCANCER
gc19_pc.promCore::gencode::POLR3E::ENSG00000058600.11	POLR3E	ENSG00000058600.11	promoter	discovery_unique	unknown	Ovary-AdenoCA
gc19_pc.promCore::gencode::RFTN1::ENSG00000131378.9	RFTN1	ENSG00000131378.9	promoter	discovery_unique	unknown	Lymph-BNHL
lncrna.ncrna::gencode::RMRP::ENSG00000269900.2	RMRP	ENSG00000269900.2	ncrna	discovery_unique	unknown	PANCANCER
lncrna.ncrna::gencode::RPPH1::ENSG00000259001.2	RPPH1	ENSG00000259001.2	ncrna	discovery_unique	unknown	PANCANCER
lncrna.promCore::gencode::RMRP::ENSG00000269900.2	RMRP	ENSG00000269900.2	promoter	discovery_unique	unknown	Kidney-RCC;Stomach-AdenoCA;PANCANCER;Skin-Melanoma;Breast-AdenoCa;Liver-HCC
lncrna.promCore::gencode::RP11-440L14.1::ENSG00000249592.1	RP11-440L14.1	ENSG00000249592.1	promoter	discovery_unique	unknown	meta_Carcinoma
lncrna.promCore::gencode::TRAM2-AS1::ENSG00000225791.2	TRAM2-AS1	ENSG00000225791.2	promoter	discovery_unique	unknown	meta_Female_reproductive_tract
mirna_pre::mirbase_pre::hsa-mir-142::MI0000458	hsa-mir-142	MI0000458	mirna_pre	discovery_unique	unknown	Lymph-BNHL
gc19_pc.promCore::gencode::TERT::ENSG00000164362.14	TERT	ENSG00000164362.14	promoter	both	unknown	Bladder-TCC;CNS-GBM;CNS-Medullo;Head-SCC;Liver-HCC;Skin-Melanoma;Thy-AdenoCA;PANCANCER
